frame,r_status,r_x,r_y,t_status,t_id,t_x,t_y,theta_deg,n_clusters,n_lit
416,detected,777.6,772.7,lost,32,776.5,746.2,,8,1
417,estimated,780.9,773.9,detected,32,775.6,751.5,103.3,7,2
418,detected,784.4,771.1,lost,32,783.9,752.6,,7,2
419,detected,788.2,768.1,lost,32,792.2,753.7,,7,1
420,detected,791.6,765.2,lost,32,800.4,754.8,,7,1
421,detected,794.0,763.0,lost,32,808.7,755.9,,6,1
422,detected,795.6,761.8,lost,32,817.0,757.0,,7,2
423,detected,796.5,761.1,detected,32,796.2,750.6,91.7,8,2
424,detected,797.0,760.7,lost,32,803.2,750.4,,6,2
425,detected,797.3,760.4,lost,32,810.3,750.3,,7,2
426,detected,797.7,759.7,lost,32,817.3,750.1,,1,0
427,detected,798.1,758.8,lost,32,824.3,749.9,,1,0
428,detected,798.4,758.0,lost,32,831.3,749.8,,1,0
429,detected,798.7,757.4,lost,32,838.3,749.6,,1,0
430,detected,799.2,756.6,lost,32,845.4,749.4,,1,0
431,detected,799.7,756.0,lost,32,852.4,749.3,,1,0
432,detected,800.5,755.1,lost,32,859.4,749.1,,1,0
433,detected,801.3,754.2,lost,32,866.4,748.9,,1,0
434,detected,802.3,753.0,lost,32,869.9,748.8,,1,0
435,detected,803.4,751.8,lost,32,873.5,748.8,,1,0
436,detected,804.7,750.4,lost,32,877.0,748.7,,1,0
437,detected,805.9,748.9,lost,32,880.5,748.6,,1,0
438,detected,806.9,747.6,lost,32,884.0,748.5,,1,0
439,detected,807.8,746.8,lost,32,887.5,748.4,,1,0
440,detected,808.4,746.3,lost,32,891.0,748.3,,1,0
441,detected,808.9,746.1,lost,32,894.5,748.2,,1,0
442,detected,809.3,745.7,lost,32,898.0,748.2,,1,0
443,detected,809.8,745.4,lost,32,901.5,748.1,,1,0
444,detected,810.4,745.1,lost,32,905.0,748.0,,1,0
445,detected,810.8,745.1,lost,32,908.6,747.9,,1,0
446,detected,811.2,745.1,lost,32,912.1,747.8,,1,0
447,detected,811.7,745.1,lost,32,915.6,747.7,,1,0
448,detected,812.2,745.1,lost,32,919.1,747.7,,1,0
449,detected,812.7,745.3,lost,32,922.6,747.6,,1,0
450,detected,813.2,745.6,lost,32,926.1,747.5,,1,0
451,detected,813.9,745.6,lost,32,929.6,747.4,,1,0
452,detected,814.6,745.5,lost,32,933.1,747.3,,1,0
453,detected,815.3,745.7,lost,32,936.6,747.2,,1,0
454,detected,815.9,746.0,lost,32,940.2,747.2,,3,0
455,estimated,818.8,746.8,detected,32,907.6,736.7,6.4,8,0
456,detected,818.1,746.9,detected,32,909.4,728.9,11.2,10,0
457,estimated,820.5,747.5,detected,32,910.0,723.5,15.0,8,0
458,estimated,822.5,748.1,lost,32,915.5,717.4,,10,0
459,estimated,824.3,748.7,lost,32,921.0,711.2,,8,0
460,estimated,825.9,749.2,lost,32,926.5,705.0,,8,1
461,estimated,827.3,749.5,detected,32,918.7,717.4,19.3,9,1
462,estimated,828.7,749.7,detected,32,930.8,721.0,15.7,9,1
463,detected,817.5,738.3,detected,32,921.2,722.6,8.6,9,0
464,estimated,818.8,738.4,detected,32,918.5,725.3,7.5,9,0
465,detected,808.8,726.5,detected,32,909.3,724.2,1.4,9,1
466,estimated,809.9,726.6,lost,32,908.5,723.3,,9,2
467,estimated,811.0,726.7,detected,32,916.5,718.0,4.7,8,2
468,estimated,811.9,726.7,detected,32,911.8,710.1,9.4,8,2
469,estimated,812.5,726.7,lost,32,911.8,705.7,,9,1
470,estimated,812.8,726.8,lost,32,911.8,701.2,,9,1
471,estimated,813.0,727.0,lost,32,911.7,696.7,,8,1
472,estimated,812.9,727.3,lost,32,911.7,692.3,,8,1
473,estimated,812.8,727.7,lost,32,911.7,687.8,,7,1
474,estimated,812.8,728.2,lost,32,911.6,683.3,,8,1
475,estimated,812.9,728.9,lost,32,911.6,678.9,,9,2
476,estimated,813.2,729.6,lost,32,911.6,674.4,,8,3
477,estimated,813.8,730.6,lost,32,911.5,670.0,,8,4
478,estimated,814.2,731.4,lost,32,911.5,665.5,,10,2
479,estimated,814.5,732.3,lost,32,911.5,663.3,,9,1
480,estimated,814.7,733.1,lost,32,911.5,661.0,,10,1
481,estimated,814.8,733.8,lost,32,911.4,658.8,,11,1
482,estimated,815.0,734.5,lost,32,911.4,656.6,,12,2
483,estimated,815.1,735.2,detected,37,718.2,607.7,127.3,10,1
484,estimated,815.2,735.9,detected,37,717.6,616.9,129.3,12,3
485,estimated,815.2,736.7,detected,37,717.7,624.5,131.0,9,2
486,estimated,815.3,737.8,detected,37,718.1,632.0,132.6,9,2
487,estimated,815.3,739.0,detected,37,716.7,637.8,134.3,9,2
488,estimated,815.3,740.4,detected,37,716.8,643.4,135.5,8,3
489,estimated,815.3,741.9,detected,37,717.3,646.9,135.9,7,2
490,estimated,815.2,743.5,detected,37,717.5,648.8,135.9,7,3
491,estimated,815.2,745.2,detected,37,717.0,649.5,135.7,9,4
492,estimated,815.2,746.9,detected,37,717.0,649.7,135.3,8,3
493,estimated,815.2,748.5,detected,37,715.6,649.3,135.1,9,3
494,detected,666.2,713.0,detected,37,715.2,648.3,52.9,8,3
495,estimated,666.2,714.6,detected,37,715.1,647.7,53.8,8,3
496,estimated,666.3,716.1,detected,37,716.1,647.2,54.2,9,4
497,estimated,666.4,717.6,detected,37,717.2,646.5,54.5,8,3
498,estimated,666.6,718.9,detected,37,718.2,645.2,55.0,7,3
499,estimated,666.8,720.2,detected,37,718.6,644.5,55.6,8,2
500,estimated,667.2,721.3,detected,37,718.2,643.9,56.6,9,4
501,estimated,667.6,722.4,detected,37,710.9,643.4,61.3,8,3
502,estimated,668.2,723.4,lost,37,709.0,643.5,,8,3
503,estimated,668.7,724.3,lost,37,707.0,643.6,,8,3
504,estimated,669.4,725.2,lost,37,705.0,643.7,,8,3
505,estimated,670.0,726.1,lost,37,703.0,643.8,,4,0
506,estimated,670.6,727.0,lost,37,701.0,643.8,,8,2
507,estimated,671.2,727.8,lost,37,699.1,643.9,,6,3
508,estimated,671.7,728.7,lost,37,697.1,644.0,,6,4
509,estimated,672.2,729.6,lost,37,695.1,644.1,,6,4
510,detected,598.4,708.8,lost,37,693.1,644.2,,5,1
511,estimated,598.8,709.7,lost,37,691.1,644.3,,6,4
512,estimated,599.1,710.7,lost,37,690.2,644.4,,6,4
513,estimated,599.4,711.7,lost,37,689.2,644.4,,6,4
514,estimated,599.7,712.7,lost,37,688.2,644.5,,6,4
515,estimated,599.9,713.8,lost,37,687.2,644.5,,6,4
516,estimated,600.2,715.0,detected,28,722.8,654.6,26.2,6,3
517,estimated,600.4,716.2,detected,28,719.8,656.3,26.7,7,0
518,estimated,600.7,717.5,detected,28,721.6,656.2,26.9,6,2
519,estimated,600.9,718.7,detected,28,723.1,655.7,27.3,6,2
520,estimated,601.2,719.9,detected,28,725.3,656.5,27.1,7,3
521,estimated,601.5,721.2,detected,28,724.9,659.3,26.7,6,2
522,estimated,601.9,722.6,lost,28,725.3,660.8,,6,2
523,estimated,602.4,724.0,detected,28,726.6,662.2,26.4,8,2
524,estimated,602.9,725.5,detected,28,728.2,664.0,26.1,8,2
525,estimated,603.4,727.0,detected,28,732.0,665.4,25.6,6,3
526,estimated,604.0,728.5,detected,28,733.8,665.2,26.0,7,3
527,estimated,604.7,730.2,detected,28,734.9,666.7,26.0,6,3
528,estimated,605.4,731.8,detected,28,735.3,666.5,26.7,7,3
529,estimated,606.1,733.4,detected,28,736.1,665.6,27.5,7,3
530,estimated,606.9,735.0,detected,28,736.8,664.4,28.5,6,3
531,estimated,607.7,736.6,lost,28,738.7,665.0,,7,3
532,estimated,608.4,737.8,lost,28,740.7,665.6,,11,0
533,estimated,609.2,738.9,lost,28,742.6,666.2,,10,0
534,estimated,610.0,739.6,lost,28,744.5,666.8,,9,0
535,estimated,610.8,740.0,lost,28,746.5,667.4,,9,0
536,estimated,611.5,740.3,lost,28,748.4,668.0,,8,0
537,estimated,612.1,740.6,lost,28,750.3,668.6,,8,0
538,estimated,612.7,740.8,lost,28,752.3,669.2,,8,0
539,estimated,613.0,740.9,lost,28,754.2,669.8,,8,0
540,lost,613.0,740.9,lost,28,756.1,670.4,,7,3
541,lost,613.0,740.9,lost,28,757.1,670.7,,8,3
542,lost,613.0,740.9,lost,28,758.1,671.0,,6,3
543,lost,613.0,740.9,lost,28,759.1,671.3,,7,3
544,lost,613.0,740.9,lost,28,760.0,671.6,,6,2
545,lost,613.0,740.9,detected,47,849.6,439.1,51.9,7,0
546,lost,613.0,740.9,detected,47,854.3,437.1,51.6,6,0
547,lost,613.0,740.9,detected,47,857.5,436.0,51.3,7,0
548,lost,613.0,740.9,detected,47,859.6,436.9,51.0,6,0
549,lost,613.0,740.9,detected,47,861.2,437.5,50.7,7,1
550,lost,613.0,740.9,detected,47,859.8,440.2,50.6,8,1
551,detected,741.3,629.5,detected,47,858.4,442.1,58.0,7,1
552,detected,805.5,573.2,detected,47,857.5,443.0,68.2,6,1
553,estimated,804.6,573.1,detected,47,856.8,442.2,68.3,6,1
554,detected,837.5,541.7,detected,47,855.8,438.4,79.9,6,1
555,detected,853.8,523.0,detected,47,854.8,434.7,89.4,6,1
556,estimated,853.0,522.6,detected,47,853.7,431.0,89.6,5,1
557,estimated,852.3,521.9,detected,47,852.6,427.4,89.8,7,1
558,estimated,851.5,521.2,lost,47,851.3,422.1,,7,1
559,estimated,850.7,520.3,lost,47,850.1,418.3,,6,1
560,estimated,849.9,519.2,lost,47,848.9,414.4,,6,1
561,estimated,849.1,518.0,lost,47,847.7,410.6,,8,1
562,detected,859.3,504.8,lost,47,846.5,406.8,,7,1
563,estimated,858.5,503.4,lost,47,845.2,403.0,,7,1
564,detected,863.8,491.2,lost,47,844.0,399.1,,6,1
565,estimated,863.1,489.7,lost,47,842.8,395.3,,7,2
566,estimated,862.5,488.0,lost,47,841.6,391.5,,7,2
567,estimated,861.9,486.3,detected,50,791.7,416.6,135.3,7,1
568,estimated,861.3,484.4,detected,50,790.7,415.4,135.7,7,1
569,estimated,860.8,482.6,detected,50,787.0,414.4,137.2,6,1
570,estimated,860.1,480.7,detected,50,782.8,414.0,139.2,8,0
571,estimated,859.4,478.7,detected,50,779.1,414.1,141.2,7,0
572,estimated,858.7,476.8,detected,50,775.8,414.5,143.1,8,1
573,estimated,857.9,474.8,detected,50,772.7,415.0,144.9,7,1
574,estimated,857.1,473.0,detected,50,769.8,415.3,146.5,9,1
575,estimated,856.1,471.1,detected,50,762.4,415.2,149.2,9,1
576,estimated,855.0,469.4,detected,50,757.0,415.0,151.0,7,1
577,estimated,853.7,467.6,detected,50,754.7,416.0,152.5,8,1
578,estimated,852.2,466.0,detected,50,752.3,416.0,153.5,7,0
579,estimated,850.7,464.4,detected,50,750.5,415.9,154.2,6,0
580,estimated,849.2,462.9,detected,50,747.2,415.2,154.9,7,0
581,detected,851.9,463.9,detected,50,746.3,414.7,155.0,7,0
582,estimated,850.5,462.6,detected,50,743.5,413.9,155.5,6,0
583,estimated,849.1,461.4,detected,50,741.7,413.2,155.8,6,0
584,estimated,847.7,460.2,detected,50,739.2,412.2,156.1,7,0
585,estimated,846.4,459.1,detected,50,729.0,409.1,157.0,7,0
586,estimated,845.1,457.9,detected,50,722.2,407.5,157.7,6,0
587,detected,839.6,453.0,detected,50,717.5,406.9,159.3,7,0
588,estimated,838.3,451.9,lost,50,709.0,404.9,,1,0
589,estimated,836.9,450.8,lost,50,700.5,402.9,,1,0
590,estimated,835.5,449.6,lost,50,692.0,400.9,,1,0
591,estimated,834.1,448.5,lost,50,683.4,398.9,,1,0
592,detected,824.0,443.5,lost,50,674.9,396.9,,1,0
593,detected,812.7,437.8,lost,50,666.4,394.9,,1,0
594,detected,803.1,432.9,lost,50,657.9,392.9,,1,0
595,detected,795.7,429.0,lost,50,649.4,390.9,,1,0
596,detected,790.5,426.1,lost,50,640.9,388.9,,1,0
597,detected,786.9,423.8,lost,50,632.4,386.9,,1,0
598,detected,784.5,421.9,lost,50,628.1,385.9,,1,0
599,detected,783.0,420.5,lost,50,623.9,385.0,,1,0
600,detected,781.9,419.3,lost,50,619.6,384.0,,1,0
601,detected,781.3,418.4,lost,50,615.3,383.0,,1,0
602,detected,781.0,417.6,lost,50,611.1,382.0,,1,0
603,detected,780.8,417.1,lost,50,606.8,381.0,,1,0
604,detected,780.6,416.6,lost,50,602.6,380.0,,1,0
605,detected,780.5,416.3,lost,50,598.3,379.0,,1,0
606,detected,780.4,416.1,lost,50,594.1,378.0,,1,0
607,detected,780.4,416.0,lost,50,589.8,377.0,,1,0
608,detected,780.4,415.9,lost,50,585.5,376.0,,1,0
609,detected,780.4,415.9,lost,50,581.3,375.0,,1,0
610,detected,780.4,416.1,lost,50,577.0,374.0,,8,0
611,detected,780.5,416.2,detected,50,607.6,371.2,165.4,14,0
612,detected,780.5,416.3,detected,50,599.1,362.8,163.6,15,0
613,detected,780.5,416.4,detected,50,593.5,355.7,162.0,12,0
614,detected,780.5,416.4,detected,50,589.4,351.5,161.3,13,0
615,detected,780.5,416.4,detected,50,585.6,348.7,160.8,13,2
616,estimated,779.7,415.8,lost,50,575.0,340.8,,13,3
617,detected,780.0,416.4,detected,50,580.1,344.6,160.2,18,3
618,estimated,779.3,415.9,detected,50,582.5,344.1,160.0,14,5
619,estimated,778.6,415.5,detected,50,580.7,342.3,159.7,16,5
620,estimated,778.0,415.2,lost,50,574.2,336.7,,13,5
621,estimated,777.4,414.9,detected,50,577.6,340.6,159.6,13,4
622,estimated,776.9,414.8,lost,50,572.1,336.2,,10,4
623,detected,778.6,416.2,lost,50,566.7,331.8,,11,3
624,estimated,778.1,416.2,lost,50,561.2,327.4,,9,4
625,estimated,777.8,416.3,lost,50,555.7,323.0,,10,2
626,estimated,777.5,416.4,lost,50,550.2,318.6,,9,2
627,estimated,777.4,416.6,lost,50,544.8,314.2,,11,3
628,estimated,777.3,416.9,lost,50,539.3,309.8,,14,4
629,estimated,777.1,417.1,lost,50,533.8,305.4,,14,4
630,estimated,777.0,417.5,lost,50,528.3,301.0,,12,4
631,detected,778.2,417.7,lost,50,522.9,296.6,,13,2
632,detected,778.7,418.0,lost,50,520.1,294.4,,13,2
633,detected,778.8,418.1,lost,50,517.4,292.2,,13,2
634,estimated,778.7,418.6,lost,50,514.6,290.0,,10,1
635,estimated,778.6,419.1,lost,50,511.9,287.8,,1,0
636,estimated,778.5,419.6,lost,50,509.2,285.6,,1,0
637,estimated,778.4,420.0,lost,50,506.4,283.4,,1,0
638,detected,778.7,419.1,lost,50,503.7,281.2,,1,0
639,detected,778.9,418.5,lost,50,501.0,279.0,,1,0
640,detected,779.2,418.1,lost,50,498.2,276.8,,1,0
641,detected,779.7,417.6,lost,50,495.5,274.6,,1,0
642,detected,780.0,417.4,lost,50,492.8,272.4,,1,0
643,detected,780.2,417.3,lost,50,490.0,270.2,,1,0
644,detected,780.4,417.3,lost,50,487.3,268.0,,1,0
645,detected,780.5,417.3,lost,50,484.5,265.8,,1,0
646,detected,780.6,417.1,lost,50,481.8,263.6,,1,0
647,detected,780.8,417.1,lost,50,479.1,261.4,,1,0
648,detected,781.0,417.1,lost,50,476.3,259.2,,1,0
649,detected,781.2,417.2,lost,50,473.6,257.0,,1,0
650,detected,781.3,417.4,lost,50,470.9,254.8,,1,0
651,detected,781.4,417.6,lost,50,468.1,252.6,,1,0
652,detected,781.6,417.8,lost,50,465.4,250.4,,1,0
653,detected,781.9,418.1,lost,50,462.6,248.2,,1,0
654,detected,782.2,418.5,lost,50,459.9,246.0,,1,0
655,detected,782.5,418.8,lost,50,457.2,243.8,,14,0
656,detected,782.9,419.1,lost,50,454.4,241.6,,17,0
657,detected,783.2,419.4,lost,50,451.7,239.4,,16,0
658,estimated,783.2,419.7,lost,50,449.0,237.2,,17,0
659,detected,783.2,419.8,lost,50,446.2,235.0,,19,0
660,estimated,783.2,420.0,detected,57,937.0,341.8,26.9,15,2
661,detected,783.1,420.1,lost,57,936.8,333.9,,16,1
662,estimated,783.1,420.3,detected,57,936.3,335.7,28.9,14,3
663,detected,782.8,420.4,detected,57,935.4,333.4,29.7,14,3
664,estimated,782.8,420.7,detected,57,934.3,332.3,30.3,15,3
665,estimated,782.8,421.1,detected,57,930.5,332.2,31.0,15,5
666,detected,782.5,421.1,detected,57,926.5,333.1,31.4,17,2
667,detected,782.1,421.3,detected,57,924.0,332.3,32.1,16,4
668,detected,781.9,421.5,detected,57,923.4,330.0,32.9,19,4
669,detected,781.7,421.7,detected,57,922.7,328.6,33.4,15,3
670,detected,781.6,421.9,detected,57,922.6,326.7,34.0,15,4
671,detected,781.6,422.1,detected,57,921.6,324.7,34.8,16,4
672,estimated,781.5,422.4,detected,57,921.7,323.0,35.3,17,4
673,detected,781.6,422.4,lost,57,919.8,319.3,,1,0
674,detected,781.7,422.4,lost,57,918.0,315.5,,1,0
675,detected,781.7,422.4,lost,57,916.1,311.7,,1,0
676,detected,781.6,422.3,lost,57,914.2,308.0,,1,0
677,detected,781.5,422.1,lost,57,912.4,304.2,,1,0
678,detected,781.3,422.0,lost,57,910.5,300.4,,1,0
679,detected,781.3,421.9,lost,57,908.7,296.7,,1,0
680,detected,781.4,421.8,lost,57,906.8,292.9,,1,0
681,detected,781.6,421.5,lost,57,905.0,289.1,,1,0
682,detected,781.8,420.8,lost,57,903.1,285.4,,1,0
683,detected,782.2,420.1,lost,57,902.2,283.5,,1,0
684,detected,782.6,419.3,lost,57,901.3,281.6,,1,0
685,detected,783.0,418.8,lost,57,900.3,279.7,,1,0
686,detected,783.4,418.2,lost,57,899.4,277.8,,1,0
687,detected,783.8,417.7,lost,57,898.5,276.0,,1,0
688,detected,784.0,417.3,lost,57,897.6,274.1,,2,0
689,detected,784.2,417.0,lost,57,896.6,272.2,,1,0
690,estimated,784.2,417.3,detected,57,902.5,292.2,46.6,14,0
691,detected,784.4,417.4,detected,57,899.7,293.7,47.0,20,0
692,estimated,784.3,417.8,detected,57,897.5,293.1,47.8,17,0
693,estimated,784.3,418.1,detected,57,895.5,292.4,48.5,17,0
694,estimated,784.5,418.4,lost,57,892.1,290.7,,15,0
695,estimated,784.6,418.6,detected,57,893.7,288.7,50.0,12,4
696,estimated,784.6,418.7,detected,57,894.2,286.6,50.3,15,6
697,estimated,784.7,418.7,detected,57,891.9,288.9,50.4,16,5
698,detected,784.8,418.6,detected,57,893.5,286.2,50.6,14,4
699,estimated,784.7,418.6,detected,57,890.7,288.9,50.8,16,4
700,estimated,784.6,418.6,lost,57,888.3,287.8,,2,0
701,estimated,784.6,418.6,lost,57,885.9,286.8,,2,0
702,estimated,784.5,418.6,lost,57,883.6,285.8,,2,0
703,estimated,784.4,418.6,lost,57,881.2,284.8,,2,0
704,estimated,784.4,418.6,lost,57,878.9,283.8,,3,0
705,estimated,784.3,418.6,lost,57,876.5,282.8,,2,0
706,estimated,784.2,418.5,lost,57,874.1,281.8,,3,0
707,estimated,784.1,418.5,lost,57,871.8,280.8,,2,0
708,estimated,784.1,418.5,lost,57,869.4,279.7,,2,0
709,estimated,784.0,418.5,lost,57,867.1,278.7,,2,0
710,estimated,783.9,418.5,lost,57,865.9,278.2,,2,0
711,estimated,783.9,418.5,lost,57,864.7,277.7,,1,0
712,estimated,783.8,418.5,lost,57,863.5,277.2,,2,0
713,estimated,783.7,418.5,lost,57,862.3,276.7,,1,0
714,estimated,783.6,418.5,lost,57,861.1,276.2,,3,0
715,estimated,783.6,418.5,lost,57,860.0,275.7,,1,0
716,estimated,783.5,418.5,lost,57,858.8,275.2,,2,0
717,estimated,783.4,418.5,lost,57,857.6,274.7,,1,0
718,estimated,783.4,418.5,lost,57,856.4,274.2,,3,0
719,estimated,783.3,418.5,lost,57,855.2,273.7,,2,0
720,estimated,783.2,418.5,lost,57,854.1,273.2,,2,0
721,estimated,783.1,418.5,lost,57,852.9,272.7,,0,0
722,estimated,783.1,418.5,lost,57,851.7,272.1,,0,0
723,estimated,783.0,418.5,lost,57,850.5,271.6,,0,0
724,estimated,782.9,418.5,lost,57,849.3,271.1,,1,0
725,estimated,782.9,418.5,lost,57,848.2,270.6,,0,0
726,estimated,782.8,418.5,lost,57,847.0,270.1,,0,0
727,estimated,782.7,418.5,lost,57,845.8,269.6,,2,0
728,lost,782.7,418.5,lost,57,844.6,269.1,,1,0
729,lost,782.7,418.5,lost,57,843.4,268.6,,0,0
730,lost,782.7,418.5,lost,57,842.3,268.1,,0,0
731,lost,782.7,418.5,lost,57,841.1,267.6,,0,0
732,lost,782.7,418.5,lost,57,839.9,267.1,,1,0
733,lost,782.7,418.5,lost,57,838.7,266.6,,0,0
734,lost,782.7,418.5,lost,57,837.5,266.1,,0,0
735,lost,782.7,418.5,lost,57,836.4,265.6,,1,0
736,lost,782.7,418.5,lost,57,835.2,265.1,,2,0
737,lost,782.7,418.5,lost,57,834.0,264.6,,1,0
738,lost,782.7,418.5,lost,57,832.8,264.0,,1,0
739,lost,782.7,418.5,lost,57,831.6,263.5,,0,0
740,lost,782.7,418.5,lost,57,830.5,263.0,,0,0
741,lost,782.7,418.5,lost,57,829.3,262.5,,1,0
742,lost,782.7,418.5,lost,57,828.1,262.0,,0,0
743,lost,782.7,418.5,lost,57,826.9,261.5,,1,0
744,lost,782.7,418.5,lost,57,825.7,261.0,,1,0
745,lost,782.7,418.5,searching,,824.6,260.5,,0,0
746,lost,782.7,418.5,searching,,824.6,260.5,,0,0
747,lost,782.7,418.5,searching,,824.6,260.5,,0,0
748,lost,782.7,418.5,searching,,824.6,260.5,,0,0
749,lost,782.7,418.5,searching,,824.6,260.5,,0,0
750,lost,782.7,418.5,searching,,824.6,260.5,,1,0
751,lost,782.7,418.5,searching,,824.6,260.5,,1,0
752,lost,782.7,418.5,searching,,824.6,260.5,,0,0
753,lost,782.7,418.5,searching,,824.6,260.5,,0,0
754,lost,782.7,418.5,searching,,824.6,260.5,,0,0
755,lost,782.7,418.5,searching,,824.6,260.5,,0,0
756,lost,782.7,418.5,searching,,824.6,260.5,,0,0
757,lost,782.7,418.5,searching,,824.6,260.5,,0,0
758,lost,782.7,418.5,searching,,824.6,260.5,,0,0
759,lost,782.7,418.5,searching,,824.6,260.5,,1,0
760,lost,782.7,418.5,searching,,824.6,260.5,,0,0
761,lost,782.7,418.5,searching,,824.6,260.5,,0,0
762,lost,782.7,418.5,searching,,824.6,260.5,,0,0
763,lost,782.7,418.5,searching,,824.6,260.5,,0,0
764,lost,782.7,418.5,searching,,824.6,260.5,,0,0
765,lost,782.7,418.5,searching,,824.6,260.5,,0,0
766,lost,782.7,418.5,searching,,824.6,260.5,,0,0
767,lost,782.7,418.5,searching,,824.6,260.5,,0,0
768,lost,782.7,418.5,searching,,824.6,260.5,,0,0
769,lost,782.7,418.5,searching,,824.6,260.5,,1,0
770,lost,782.7,418.5,searching,,824.6,260.5,,0,0
771,lost,782.7,418.5,searching,,824.6,260.5,,0,0
772,lost,782.7,418.5,searching,,824.6,260.5,,0,0
773,lost,782.7,418.5,searching,,824.6,260.5,,0,0
774,lost,782.7,418.5,searching,,824.6,260.5,,0,0
775,lost,782.7,418.5,searching,,824.6,260.5,,0,0
776,lost,782.7,418.5,searching,,824.6,260.5,,0,0
777,lost,782.7,418.5,searching,,824.6,260.5,,0,0
778,lost,782.7,418.5,searching,,824.6,260.5,,0,0
779,lost,782.7,418.5,searching,,824.6,260.5,,0,0
780,lost,782.7,418.5,searching,,824.6,260.5,,0,0
781,lost,782.7,418.5,searching,,824.6,260.5,,1,0
782,lost,782.7,418.5,searching,,824.6,260.5,,0,0
783,lost,782.7,418.5,searching,,824.6,260.5,,0,0
784,lost,782.7,418.5,searching,,824.6,260.5,,0,0
785,lost,782.7,418.5,searching,,824.6,260.5,,0,0
786,lost,782.7,418.5,searching,,824.6,260.5,,0,0
787,lost,782.7,418.5,searching,,824.6,260.5,,0,0
788,lost,782.7,418.5,searching,,824.6,260.5,,0,0
789,lost,782.7,418.5,searching,,824.6,260.5,,0,0
790,lost,782.7,418.5,searching,,824.6,260.5,,0,0
791,lost,782.7,418.5,searching,,824.6,260.5,,0,0
792,lost,782.7,418.5,searching,,824.6,260.5,,1,0
793,lost,782.7,418.5,searching,,824.6,260.5,,0,0
794,lost,782.7,418.5,searching,,824.6,260.5,,0,0
795,lost,782.7,418.5,searching,,824.6,260.5,,0,0
796,lost,782.7,418.5,searching,,824.6,260.5,,1,0
797,lost,782.7,418.5,searching,,824.6,260.5,,0,0
798,lost,782.7,418.5,searching,,824.6,260.5,,0,0
799,lost,782.7,418.5,searching,,824.6,260.5,,0,0
800,lost,782.7,418.5,searching,,824.6,260.5,,0,0
801,lost,782.7,418.5,searching,,824.6,260.5,,0,0
802,lost,782.7,418.5,searching,,824.6,260.5,,1,0
803,lost,782.7,418.5,searching,,824.6,260.5,,0,0
804,lost,782.7,418.5,searching,,824.6,260.5,,0,0
805,lost,782.7,418.5,searching,,824.6,260.5,,0,0
806,lost,782.7,418.5,searching,,824.6,260.5,,0,0
807,lost,782.7,418.5,searching,,824.6,260.5,,1,0
808,lost,782.7,418.5,searching,,824.6,260.5,,0,0
809,lost,782.7,418.5,searching,,824.6,260.5,,1,0
810,lost,782.7,418.5,searching,,824.6,260.5,,1,0
811,lost,782.7,418.5,searching,,824.6,260.5,,0,0
812,lost,782.7,418.5,searching,,824.6,260.5,,0,0
813,lost,782.7,418.5,searching,,824.6,260.5,,0,0
814,lost,782.7,418.5,searching,,824.6,260.5,,0,0
815,lost,782.7,418.5,searching,,824.6,260.5,,0,0
816,lost,782.7,418.5,searching,,824.6,260.5,,0,0
817,lost,782.7,418.5,searching,,824.6,260.5,,0,0
818,lost,782.7,418.5,searching,,824.6,260.5,,0,0
819,lost,782.7,418.5,searching,,824.6,260.5,,0,0
820,lost,782.7,418.5,searching,,824.6,260.5,,1,0
821,lost,782.7,418.5,searching,,824.6,260.5,,0,0
822,lost,782.7,418.5,searching,,824.6,260.5,,0,0
823,lost,782.7,418.5,searching,,824.6,260.5,,0,0
824,lost,782.7,418.5,searching,,824.6,260.5,,0,0
825,lost,782.7,418.5,searching,,824.6,260.5,,0,0
826,lost,782.7,418.5,searching,,824.6,260.5,,0,0
827,lost,782.7,418.5,searching,,824.6,260.5,,0,0
828,lost,782.7,418.5,searching,,824.6,260.5,,0,0
829,lost,782.7,418.5,searching,,824.6,260.5,,1,0
830,lost,782.7,418.5,searching,,824.6,260.5,,1,0
831,lost,782.7,418.5,searching,,824.6,260.5,,0,0
832,lost,782.7,418.5,searching,,824.6,260.5,,0,0
833,lost,782.7,418.5,searching,,824.6,260.5,,0,0
834,lost,782.7,418.5,searching,,824.6,260.5,,0,0
835,lost,782.7,418.5,searching,,824.6,260.5,,0,0
836,lost,782.7,418.5,searching,,824.6,260.5,,1,0
837,lost,782.7,418.5,searching,,824.6,260.5,,0,0
838,lost,782.7,418.5,searching,,824.6,260.5,,0,0
839,lost,782.7,418.5,searching,,824.6,260.5,,0,0
840,lost,782.7,418.5,searching,,824.6,260.5,,0,0
841,lost,782.7,418.5,searching,,824.6,260.5,,0,0
842,lost,782.7,418.5,searching,,824.6,260.5,,0,0
843,lost,782.7,418.5,searching,,824.6,260.5,,0,0
844,lost,782.7,418.5,searching,,824.6,260.5,,0,0
845,lost,782.7,418.5,searching,,824.6,260.5,,0,0
846,lost,782.7,418.5,searching,,824.6,260.5,,0,0
847,lost,782.7,418.5,searching,,824.6,260.5,,1,0
848,lost,782.7,418.5,searching,,824.6,260.5,,1,0
849,lost,782.7,418.5,searching,,824.6,260.5,,0,0
850,lost,782.7,418.5,searching,,824.6,260.5,,0,0
851,lost,782.7,418.5,searching,,824.6,260.5,,0,0
852,lost,782.7,418.5,searching,,824.6,260.5,,0,0
