frame,r_status,r_x,r_y,t_status,t_id,t_x,t_y,theta_deg,n_clusters,n_lit
45,searching,,,searching,,-1.0,-1.0,,0,0
46,searching,,,searching,,-1.0,-1.0,,0,0
47,searching,,,searching,,-1.0,-1.0,,0,0
48,searching,,,searching,,-1.0,-1.0,,0,0
49,searching,,,searching,,-1.0,-1.0,,0,0
50,searching,,,searching,,-1.0,-1.0,,1,0
51,searching,,,searching,,-1.0,-1.0,,1,0
52,searching,,,searching,,-1.0,-1.0,,0,0
53,searching,,,searching,,-1.0,-1.0,,0,0
54,searching,,,searching,,-1.0,-1.0,,0,0
55,searching,,,searching,,-1.0,-1.0,,0,0
56,searching,,,searching,,-1.0,-1.0,,0,0
57,searching,,,searching,,-1.0,-1.0,,0,0
58,searching,,,searching,,-1.0,-1.0,,0,0
59,searching,,,searching,,-1.0,-1.0,,0,0
60,searching,,,searching,,-1.0,-1.0,,0,0
61,searching,,,searching,,-1.0,-1.0,,1,0
62,searching,,,searching,,-1.0,-1.0,,0,0
63,searching,,,searching,,-1.0,-1.0,,0,0
64,searching,,,searching,,-1.0,-1.0,,0,0
65,searching,,,searching,,-1.0,-1.0,,0,0
66,searching,,,searching,,-1.0,-1.0,,0,0
67,searching,,,searching,,-1.0,-1.0,,0,0
68,searching,,,searching,,-1.0,-1.0,,0,0
69,searching,,,searching,,-1.0,-1.0,,0,0
70,searching,,,searching,,-1.0,-1.0,,0,0
71,searching,,,searching,,-1.0,-1.0,,1,0
72,searching,,,searching,,-1.0,-1.0,,0,0
73,searching,,,searching,,-1.0,-1.0,,0,0
74,searching,,,searching,,-1.0,-1.0,,0,0
75,searching,,,searching,,-1.0,-1.0,,0,0
76,searching,,,searching,,-1.0,-1.0,,0,0
77,searching,,,searching,,-1.0,-1.0,,0,0
78,searching,,,searching,,-1.0,-1.0,,0,0
79,searching,,,searching,,-1.0,-1.0,,0,0
80,searching,,,searching,,-1.0,-1.0,,0,0
81,searching,,,searching,,-1.0,-1.0,,0,0
82,searching,,,searching,,-1.0,-1.0,,0,0
83,searching,,,searching,,-1.0,-1.0,,0,0
84,searching,,,searching,,-1.0,-1.0,,0,0
85,searching,,,searching,,-1.0,-1.0,,0,0
86,searching,,,searching,,-1.0,-1.0,,0,0
87,searching,,,searching,,-1.0,-1.0,,0,0
88,searching,,,searching,,-1.0,-1.0,,0,0
89,searching,,,searching,,-1.0,-1.0,,0,0
90,searching,,,searching,,-1.0,-1.0,,0,0
91,searching,,,searching,,-1.0,-1.0,,1,0
92,searching,,,searching,,-1.0,-1.0,,0,0
93,searching,,,searching,,-1.0,-1.0,,0,0
94,searching,,,searching,,-1.0,-1.0,,0,0
95,searching,,,searching,,-1.0,-1.0,,1,0
96,searching,,,searching,,-1.0,-1.0,,1,0
97,searching,,,searching,,-1.0,-1.0,,0,0
98,searching,,,searching,,-1.0,-1.0,,0,0
99,searching,,,searching,,-1.0,-1.0,,0,0
100,searching,,,searching,,-1.0,-1.0,,0,0
101,searching,,,searching,,-1.0,-1.0,,0,0
102,searching,,,searching,,-1.0,-1.0,,0,0
103,searching,,,searching,,-1.0,-1.0,,0,0
104,searching,,,searching,,-1.0,-1.0,,0,0
105,searching,,,searching,,-1.0,-1.0,,1,0
106,searching,,,searching,,-1.0,-1.0,,0,0
107,searching,,,searching,,-1.0,-1.0,,1,0
108,searching,,,searching,,-1.0,-1.0,,0,0
109,searching,,,searching,,-1.0,-1.0,,0,0
110,searching,,,searching,,-1.0,-1.0,,0,0
111,searching,,,searching,,-1.0,-1.0,,0,0
112,searching,,,searching,,-1.0,-1.0,,0,0
113,searching,,,searching,,-1.0,-1.0,,0,0
114,searching,,,searching,,-1.0,-1.0,,0,0
115,searching,,,searching,,-1.0,-1.0,,0,0
116,searching,,,searching,,-1.0,-1.0,,0,0
117,searching,,,searching,,-1.0,-1.0,,0,0
118,searching,,,searching,,-1.0,-1.0,,0,0
119,searching,,,searching,,-1.0,-1.0,,0,0
120,searching,,,searching,,-1.0,-1.0,,0,0
121,searching,,,searching,,-1.0,-1.0,,0,0
122,searching,,,searching,,-1.0,-1.0,,0,0
123,searching,,,searching,,-1.0,-1.0,,0,0
124,searching,,,searching,,-1.0,-1.0,,0,0
125,searching,,,searching,,-1.0,-1.0,,0,0
126,searching,,,searching,,-1.0,-1.0,,0,0
127,searching,,,searching,,-1.0,-1.0,,0,0
128,searching,,,searching,,-1.0,-1.0,,0,0
129,searching,,,searching,,-1.0,-1.0,,0,0
130,searching,,,searching,,-1.0,-1.0,,0,0
131,searching,,,searching,,-1.0,-1.0,,0,0
132,searching,,,searching,,-1.0,-1.0,,0,0
133,searching,,,searching,,-1.0,-1.0,,0,0
134,searching,,,searching,,-1.0,-1.0,,0,0
135,searching,,,searching,,-1.0,-1.0,,0,0
136,searching,,,searching,,-1.0,-1.0,,0,0
137,searching,,,searching,,-1.0,-1.0,,0,0
138,searching,,,searching,,-1.0,-1.0,,0,0
139,searching,,,searching,,-1.0,-1.0,,0,0
140,searching,,,searching,,-1.0,-1.0,,0,0
141,searching,,,searching,,-1.0,-1.0,,0,0
142,searching,,,searching,,-1.0,-1.0,,0,0
143,searching,,,searching,,-1.0,-1.0,,1,0
144,searching,,,searching,,-1.0,-1.0,,0,0
145,searching,,,searching,,-1.0,-1.0,,0,0
146,searching,,,searching,,-1.0,-1.0,,0,0
147,searching,,,searching,,-1.0,-1.0,,1,0
148,searching,,,searching,,-1.0,-1.0,,0,0
149,searching,,,searching,,-1.0,-1.0,,0,0
150,searching,,,searching,,-1.0,-1.0,,0,0
151,searching,,,searching,,-1.0,-1.0,,0,0
152,searching,,,searching,,-1.0,-1.0,,0,0
153,searching,,,searching,,-1.0,-1.0,,0,0
154,searching,,,searching,,-1.0,-1.0,,1,0
155,searching,,,searching,,-1.0,-1.0,,0,0
156,searching,,,searching,,-1.0,-1.0,,0,0
157,searching,,,searching,,-1.0,-1.0,,0,0
158,searching,,,searching,,-1.0,-1.0,,0,0
159,searching,,,searching,,-1.0,-1.0,,0,0
160,searching,,,searching,,-1.0,-1.0,,0,0
161,searching,,,searching,,-1.0,-1.0,,0,0
162,searching,,,searching,,-1.0,-1.0,,0,0
163,searching,,,searching,,-1.0,-1.0,,0,0
164,searching,,,searching,,-1.0,-1.0,,0,0
165,searching,,,searching,,-1.0,-1.0,,0,0
166,searching,,,searching,,-1.0,-1.0,,0,0
167,searching,,,searching,,-1.0,-1.0,,0,0
168,searching,,,searching,,-1.0,-1.0,,0,0
169,searching,,,searching,,-1.0,-1.0,,0,0
170,searching,,,searching,,-1.0,-1.0,,0,0
171,searching,,,searching,,-1.0,-1.0,,0,0
172,searching,,,searching,,-1.0,-1.0,,0,0
173,searching,,,searching,,-1.0,-1.0,,0,0
174,searching,,,searching,,-1.0,-1.0,,0,0
175,searching,,,searching,,-1.0,-1.0,,0,0
176,searching,,,searching,,-1.0,-1.0,,0,0
177,searching,,,searching,,-1.0,-1.0,,1,0
178,searching,,,searching,,-1.0,-1.0,,0,0
179,searching,,,searching,,-1.0,-1.0,,1,0
180,searching,,,searching,,-1.0,-1.0,,0,0
181,searching,,,searching,,-1.0,-1.0,,0,0
182,searching,,,searching,,-1.0,-1.0,,0,0
183,searching,,,searching,,-1.0,-1.0,,0,0
184,searching,,,searching,,-1.0,-1.0,,1,0
185,searching,,,searching,,-1.0,-1.0,,1,0
186,searching,,,searching,,-1.0,-1.0,,0,0
187,searching,,,searching,,-1.0,-1.0,,0,0
188,searching,,,searching,,-1.0,-1.0,,0,0
189,searching,,,searching,,-1.0,-1.0,,1,0
190,searching,,,searching,,-1.0,-1.0,,1,0
191,searching,,,searching,,-1.0,-1.0,,0,0
192,searching,,,searching,,-1.0,-1.0,,0,0
193,searching,,,searching,,-1.0,-1.0,,0,0
194,searching,,,searching,,-1.0,-1.0,,0,0
195,searching,,,searching,,-1.0,-1.0,,0,0
196,searching,,,searching,,-1.0,-1.0,,0,0
197,searching,,,searching,,-1.0,-1.0,,1,0
198,searching,,,searching,,-1.0,-1.0,,1,0
199,searching,,,searching,,-1.0,-1.0,,2,0
200,detected,753.5,487.5,searching,,-1.0,-1.0,,3,0
201,detected,753.2,488.5,searching,,-1.0,-1.0,,3,0
202,detected,752.6,491.6,searching,,-1.0,-1.0,,3,1
203,detected,752.0,495.5,searching,,-1.0,-1.0,,3,1
204,detected,751.5,499.3,searching,,-1.0,-1.0,,3,1
205,detected,751.1,502.7,searching,,-1.0,-1.0,,3,2
206,detected,750.8,505.7,detected,1,753.0,716.9,270.6,3,1
207,detected,750.8,508.1,detected,1,751.3,719.5,270.1,3,1
208,detected,750.9,510.0,detected,1,749.7,721.5,269.7,4,1
209,detected,751.0,511.4,detected,1,749.7,723.0,269.6,4,1
210,detected,751.3,512.5,detected,1,747.8,724.4,269.1,4,1
211,detected,751.7,513.4,detected,1,746.2,725.3,268.5,4,1
212,detected,752.1,514.0,detected,1,744.2,726.0,267.9,3,1
213,detected,752.4,514.5,detected,1,742.5,726.4,267.3,4,1
214,detected,752.5,514.9,detected,1,740.9,726.8,266.9,3,1
215,detected,752.6,515.3,detected,1,739.3,726.9,266.4,3,1
216,detected,752.6,515.6,detected,1,737.7,727.1,266.0,3,1
217,detected,752.6,515.9,detected,1,736.2,727.1,265.6,3,1
218,detected,752.5,516.1,detected,1,734.0,727.2,265.0,3,1
219,detected,752.2,516.2,detected,1,732.3,727.2,264.6,3,1
220,detected,752.0,516.2,detected,1,730.0,727.0,264.0,3,1
221,detected,751.8,516.2,detected,1,727.8,726.6,263.5,3,1
222,detected,751.6,516.1,detected,1,725.9,726.4,263.0,3,1
223,detected,751.2,516.1,detected,1,723.4,726.1,262.5,3,1
224,detected,750.8,516.1,detected,1,722.1,726.1,262.2,3,1
225,detected,750.5,516.1,detected,1,720.0,725.8,261.7,3,1
226,detected,750.4,516.2,detected,1,718.4,725.6,261.3,3,1
227,detected,750.6,516.1,detected,1,717.8,725.3,261.1,3,1
228,detected,750.9,515.7,detected,1,716.1,724.6,260.5,3,1
229,detected,751.5,515.6,detected,1,714.6,724.0,259.9,4,1
230,detected,752.3,515.7,detected,1,714.0,724.0,259.6,3,1
231,detected,753.0,515.9,detected,1,712.6,723.8,259.0,3,1
232,detected,753.5,515.7,detected,1,711.2,723.0,258.5,4,1
233,detected,754.4,513.8,detected,1,710.7,720.0,258.0,5,1
234,detected,756.5,509.2,detected,1,711.7,713.7,257.6,3,1
235,detected,760.6,499.6,detected,1,714.8,701.5,257.2,4,1
236,detected,765.6,488.2,detected,1,718.3,689.3,256.8,3,1
237,detected,772.7,473.6,detected,1,724.4,673.6,256.4,4,1
238,detected,779.7,459.4,detected,1,729.4,660.1,255.9,4,1
239,detected,785.5,447.0,detected,1,733.0,648.5,255.4,3,1
240,detected,790.4,433.8,detected,1,735.6,634.7,254.7,3,1
241,detected,794.2,420.3,detected,1,737.5,620.8,254.2,3,1
242,detected,796.3,408.4,detected,1,736.5,609.3,253.4,4,1
243,detected,797.6,400.7,detected,1,736.5,603.3,253.2,4,1
244,detected,799.2,397.1,detected,1,737.0,600.7,253.0,4,1
245,detected,799.3,395.5,detected,1,735.4,599.2,252.6,4,1
246,detected,798.3,394.0,detected,1,732.4,596.3,252.0,3,1
247,detected,796.3,393.3,detected,1,727.9,594.5,251.2,3,1
248,detected,795.2,392.5,detected,1,725.8,592.9,250.9,4,1
249,detected,795.0,392.7,detected,1,724.2,592.3,250.5,4,1
250,detected,794.3,394.3,detected,1,721.6,593.6,249.9,4,1
251,detected,794.1,396.7,detected,1,720.2,595.5,249.6,4,1
252,detected,794.6,402.1,detected,1,719.4,601.2,249.3,4,1
253,detected,795.9,409.3,detected,1,719.6,608.2,249.0,4,1
254,detected,799.5,418.5,detected,1,722.7,617.1,248.9,4,1
255,detected,804.1,428.5,detected,1,725.9,626.6,248.5,3,1
256,detected,808.6,441.0,detected,1,728.7,639.0,248.0,4,1
257,detected,813.1,453.0,detected,1,731.5,649.3,247.4,4,1
258,detected,817.3,463.3,detected,1,734.5,658.1,247.0,5,1
259,detected,821.9,473.3,detected,1,737.6,667.4,246.5,4,1
260,detected,826.3,482.4,detected,1,740.1,675.2,245.9,5,1
261,detected,830.1,489.1,detected,1,742.3,680.4,245.4,4,1
262,detected,833.3,493.8,detected,1,744.4,683.7,244.9,5,2
263,detected,835.8,497.0,detected,1,744.9,685.8,244.3,5,2
264,detected,838.0,498.9,detected,1,745.6,686.9,243.8,4,2
265,detected,840.1,498.5,detected,1,745.9,684.7,243.1,4,2
266,detected,841.7,496.5,detected,1,745.8,681.6,242.6,4,2
267,detected,843.0,493.4,detected,1,746.1,677.7,242.3,4,2
268,detected,844.2,490.1,detected,1,746.6,674.7,242.1,5,2
269,detected,845.2,487.1,detected,1,746.2,671.3,241.8,4,2
270,detected,845.7,484.3,detected,1,744.9,667.7,241.2,4,2
271,detected,846.2,482.0,detected,1,743.3,664.5,240.6,4,2
272,detected,846.4,480.2,detected,1,742.3,662.3,240.3,4,2
273,detected,847.1,478.4,detected,1,741.5,659.4,239.7,5,2
274,detected,848.0,477.0,detected,1,741.1,657.1,239.3,4,2
275,detected,848.6,476.1,detected,1,740.2,655.4,238.8,4,2
276,detected,848.8,472.7,detected,1,738.9,649.8,238.2,5,2
277,detected,848.9,468.4,detected,1,738.0,644.4,237.8,4,2
278,detected,847.7,466.7,detected,1,734.3,643.0,237.3,4,2
279,detected,846.5,467.0,detected,1,732.5,643.4,237.1,6,2
280,detected,845.9,468.6,detected,1,730.7,644.4,236.7,6,2
281,detected,844.7,472.7,detected,1,727.8,648.1,236.3,5,1
282,detected,842.9,476.0,lost,1,724.8,646.6,,4,1
283,detected,842.0,476.8,detected,1,723.6,646.0,235.0,5,1
284,detected,841.6,477.3,detected,1,721.9,645.9,234.6,5,2
285,detected,842.1,479.3,lost,1,718.6,644.5,,5,2
286,detected,843.3,482.4,detected,1,720.0,648.5,233.4,5,2
287,detected,844.3,487.4,detected,1,719.6,653.7,233.1,5,2
288,detected,845.1,492.4,detected,1,719.3,657.9,232.8,4,2
289,detected,845.8,494.7,detected,1,719.1,658.2,232.2,4,2
290,detected,846.8,489.8,detected,1,718.7,648.8,231.1,4,1
291,detected,846.4,483.7,detected,1,716.0,641.7,230.5,6,2
292,detected,845.3,479.7,detected,1,713.8,638.9,230.4,5,2
293,detected,845.8,478.7,detected,1,714.4,638.6,230.6,4,2
294,detected,846.8,480.3,detected,1,714.2,640.1,230.3,4,2
295,detected,847.2,486.9,detected,1,712.8,647.7,230.1,4,2
296,detected,848.9,496.1,detected,1,714.0,656.1,229.9,5,2
297,detected,851.4,505.0,detected,1,715.4,662.9,229.3,4,2
298,detected,853.7,513.2,detected,1,716.8,669.3,228.7,4,2
299,detected,855.6,522.0,detected,1,717.7,677.4,228.4,5,1
300,detected,856.7,527.8,detected,1,717.7,680.7,227.7,4,2
301,detected,857.1,528.4,detected,1,716.4,677.4,226.6,5,2
302,detected,857.0,527.7,detected,1,714.9,675.3,226.1,5,1
303,detected,858.2,526.8,detected,1,715.5,673.2,225.7,5,2
304,detected,860.0,526.0,detected,1,716.6,671.7,225.5,4,2
305,detected,861.4,525.9,detected,1,716.7,671.3,225.1,6,2
306,detected,862.4,527.3,detected,1,716.3,672.3,224.8,4,2
307,detected,864.0,529.2,detected,1,716.5,672.1,224.1,4,2
308,detected,865.6,531.0,detected,1,716.8,672.5,223.6,4,2
309,detected,866.8,533.4,detected,1,717.1,673.9,223.2,4,2
310,detected,868.1,536.2,detected,1,717.5,676.0,222.9,4,2
311,detected,869.1,539.2,detected,1,717.9,677.9,222.5,5,2
312,detected,869.8,542.0,detected,1,717.3,679.6,222.1,4,2
313,detected,870.4,544.7,detected,1,717.0,681.1,221.6,4,2
314,detected,869.7,544.6,detected,1,714.5,677.5,220.6,4,2
315,detected,867.9,542.5,detected,1,711.5,673.3,219.9,4,2
316,detected,864.5,540.7,detected,1,706.4,670.2,219.3,5,1
317,detected,861.6,539.6,detected,1,703.4,668.2,219.1,4,2
318,detected,860.1,539.5,detected,1,702.0,667.4,219.0,5,2
319,detected,859.2,542.1,detected,1,700.6,670.1,218.9,5,2
320,detected,859.7,546.2,detected,1,700.6,672.3,218.4,4,2
321,detected,861.2,550.4,detected,1,701.5,675.0,218.0,5,2
322,detected,862.8,554.6,detected,1,702.1,677.6,217.4,4,2
323,detected,865.3,559.4,detected,1,704.1,681.5,217.1,4,2
324,detected,867.9,564.3,detected,1,705.7,685.1,216.7,5,1
325,detected,870.2,569.3,detected,1,707.1,689.1,216.3,5,2
326,detected,872.0,573.6,detected,1,708.1,692.0,215.8,5,1
327,detected,873.7,577.3,detected,1,708.5,693.2,215.1,5,2
328,detected,875.0,580.9,detected,1,709.0,695.7,214.7,5,2
329,detected,875.9,583.9,detected,1,708.9,696.9,214.1,5,1
330,detected,876.2,586.3,detected,1,708.1,697.5,213.5,5,1
331,detected,876.1,588.1,detected,1,707.4,697.4,212.9,5,1
332,detected,875.8,589.6,detected,1,706.3,698.1,212.6,5,1
333,detected,875.5,590.6,detected,1,705.5,696.8,212.0,5,2
334,detected,875.9,591.1,detected,1,705.5,695.6,211.5,5,2
335,detected,876.3,591.5,detected,1,705.6,694.9,211.2,5,2
336,detected,877.0,592.1,detected,1,705.5,693.7,210.6,5,2
337,detected,877.8,592.4,detected,1,705.8,692.7,210.2,6,2
338,detected,878.7,592.6,detected,1,706.3,692.4,210.1,5,2
339,detected,879.2,593.4,detected,1,706.1,692.3,209.8,5,2
340,detected,879.4,594.2,detected,1,705.9,691.9,209.4,6,2
341,detected,879.3,595.7,detected,1,704.5,691.9,208.8,5,2
342,detected,878.8,597.5,detected,1,703.2,692.1,208.3,5,2
343,detected,878.3,599.6,detected,1,702.3,692.0,207.7,4,2
344,detected,877.7,601.6,detected,1,701.4,692.9,207.4,5,2
345,detected,877.4,604.0,detected,1,700.8,693.6,206.9,5,1
346,detected,877.3,606.3,detected,1,700.4,694.6,206.5,4,1
347,detected,877.3,608.5,detected,1,699.8,694.6,205.9,4,1
348,detected,877.3,610.9,detected,1,699.1,694.9,205.2,4,1
349,detected,877.1,613.1,detected,1,698.1,695.8,204.8,4,1
350,detected,876.8,615.5,detected,1,697.2,695.9,204.1,3,1
351,detected,876.3,617.5,detected,1,696.3,696.6,203.7,3,1
352,detected,875.7,619.3,detected,1,695.6,696.8,203.3,4,1
353,detected,875.3,621.7,detected,1,694.4,697.7,202.8,4,1
354,detected,874.9,624.2,detected,1,693.5,699.1,202.4,3,1
355,detected,874.8,627.0,detected,1,693.5,699.7,201.8,3,1
356,detected,874.8,629.6,detected,1,692.6,700.3,201.2,4,1
357,detected,874.8,631.9,detected,1,692.2,701.3,200.8,3,1
358,detected,874.7,633.6,lost,1,690.8,702.6,,2,0
359,detected,874.4,634.8,detected,1,690.6,701.1,199.8,3,1
360,detected,874.1,635.8,detected,1,690.0,699.9,199.2,3,1
361,detected,873.7,636.6,detected,1,689.6,698.2,198.5,3,1
362,detected,873.1,637.3,detected,1,688.7,698.0,198.2,3,1
363,detected,872.6,638.0,detected,1,688.4,697.4,197.9,3,1
364,detected,872.1,639.0,detected,1,687.6,695.8,197.1,3,1
365,detected,871.6,640.1,detected,1,686.7,696.1,196.9,3,1
366,detected,871.0,641.4,detected,1,686.3,696.0,196.5,3,1
367,detected,870.2,643.2,detected,1,685.1,696.7,196.1,3,1
368,detected,869.3,645.2,detected,1,683.8,697.1,195.6,3,1
369,detected,868.5,647.1,detected,1,683.1,696.0,194.8,3,1
370,detected,867.9,648.7,detected,1,682.6,695.3,194.1,3,1
371,detected,867.6,650.4,detected,1,682.5,695.9,193.8,3,1
372,detected,867.7,652.1,detected,1,682.3,696.5,193.5,3,1
373,detected,867.7,654.1,detected,1,682.0,696.7,192.9,3,1
374,detected,867.6,656.0,detected,1,682.0,696.0,192.2,3,1
375,detected,867.4,657.7,detected,1,681.8,695.9,191.6,3,1
376,detected,867.0,659.4,detected,1,681.2,695.2,190.9,3,1
377,detected,866.6,660.7,detected,1,680.9,694.4,190.3,3,1
378,detected,866.2,661.9,detected,1,680.6,694.8,190.1,3,1
379,detected,866.1,663.4,detected,1,680.4,695.7,189.9,3,1
380,detected,866.2,665.1,detected,1,680.7,694.7,189.1,3,1
381,detected,866.3,666.9,detected,1,681.0,694.2,188.4,3,1
382,detected,866.4,668.8,detected,1,680.6,695.4,188.2,3,1
383,detected,866.6,670.8,detected,1,681.6,694.8,187.4,3,1
384,detected,866.8,672.7,detected,1,682.3,694.5,186.7,3,1
385,detected,866.9,674.6,detected,1,682.5,694.5,186.2,3,1
386,detected,867.1,676.8,detected,1,682.3,696.3,186.0,3,1
387,detected,867.2,679.1,detected,1,682.5,696.8,185.5,2,0
388,detected,867.3,681.4,detected,1,682.8,697.4,185.0,3,1
389,detected,867.4,683.5,detected,1,682.8,698.6,184.7,3,1
390,detected,867.6,685.5,detected,1,683.4,698.4,184.0,3,1
391,detected,868.0,687.3,detected,1,683.8,698.7,183.5,3,1
392,detected,868.5,688.7,detected,1,684.0,699.2,183.3,3,1
393,detected,868.8,690.0,lost,1,684.4,699.9,,2,0
394,detected,869.1,691.1,detected,1,685.3,698.0,182.1,3,1
395,detected,868.9,692.2,detected,1,685.1,697.7,181.7,2,0
396,detected,868.5,693.2,detected,1,684.9,697.2,181.2,2,0
397,detected,868.0,694.2,detected,1,694.9,697.0,180.9,2,0
398,detected,867.0,695.1,detected,1,690.8,696.1,180.3,3,1
399,detected,865.8,696.0,detected,1,688.2,694.1,179.4,3,1
400,detected,864.5,696.7,detected,1,686.7,692.6,178.7,3,1
401,detected,862.8,698.4,detected,1,694.4,693.9,178.5,2,0
402,detected,860.8,700.7,lost,1,696.8,693.2,,2,0
403,detected,858.9,703.3,detected,1,688.8,694.8,177.2,3,0
404,detected,856.8,705.6,detected,1,684.3,695.2,176.6,3,0
405,detected,855.1,707.5,detected,1,680.3,695.5,176.1,3,1
406,detected,853.7,708.6,detected,1,677.4,695.2,175.6,3,1
407,detected,852.4,709.4,lost,1,674.5,695.1,,2,0
408,detected,851.3,709.8,detected,1,674.4,693.7,174.8,3,1
409,detected,850.4,710.2,detected,1,673.3,692.6,174.3,3,1
410,detected,849.6,711.0,lost,1,670.5,691.9,,2,0
411,detected,848.6,711.9,detected,1,671.8,690.4,173.1,3,1
412,detected,847.7,713.7,detected,1,666.7,690.3,172.6,3,1
413,detected,846.6,716.1,detected,1,668.1,690.9,172.0,2,0
414,detected,845.2,718.5,lost,1,665.5,690.2,,1,0
415,detected,844.0,720.6,detected,1,675.2,692.9,170.7,2,0
416,detected,842.7,722.1,lost,1,675.5,693.1,,2,0
417,detected,841.6,723.0,lost,1,675.8,693.2,,1,0
418,detected,840.6,723.3,detected,1,678.1,691.7,169.0,2,0
419,detected,839.7,723.4,detected,1,675.5,689.3,168.3,3,0
420,detected,838.6,724.0,detected,1,682.6,690.6,167.9,2,0
421,detected,837.6,724.9,lost,1,684.9,690.1,,2,0
422,detected,836.3,726.8,lost,1,687.1,689.7,,1,0
423,detected,834.7,728.6,detected,1,682.5,690.6,166.0,3,0
424,detected,832.8,730.0,detected,1,676.4,688.8,165.3,2,0
425,detected,830.5,730.9,detected,1,678.8,690.0,164.9,2,0
426,detected,828.5,731.4,lost,1,678.8,689.8,,1,0
427,detected,826.7,731.7,detected,1,681.7,689.9,163.9,2,0
428,detected,825.3,732.0,detected,1,675.5,686.6,163.1,2,0
429,detected,823.9,732.2,lost,1,674.4,685.4,,1,0
430,detected,822.6,732.4,lost,1,673.3,684.2,,2,0
431,detected,821.7,732.9,lost,1,672.2,683.1,,2,0
432,detected,820.8,733.5,detected,1,669.9,682.0,161.1,3,0
433,detected,819.4,734.0,detected,1,666.8,679.6,160.4,3,0
434,detected,818.1,734.3,detected,1,663.9,677.2,159.7,3,0
435,detected,816.3,734.0,lost,1,660.7,674.5,,2,0
436,detected,814.7,733.6,detected,1,660.2,672.9,158.6,3,0
437,detected,812.8,733.1,detected,1,665.0,673.7,158.1,2,0
438,detected,811.1,732.8,detected,1,661.5,670.5,157.4,3,0
439,detected,809.3,733.4,detected,1,659.0,668.7,156.7,3,1
440,detected,808.0,734.4,detected,1,666.8,673.2,156.6,2,0
441,detected,807.1,735.3,detected,1,664.5,670.9,155.7,3,1
442,detected,805.8,735.8,detected,1,661.5,668.3,154.9,3,1
443,detected,804.6,736.0,detected,1,664.9,669.1,154.4,2,0
444,detected,802.9,736.1,detected,1,665.8,668.5,153.7,2,0
445,detected,801.1,736.1,detected,1,667.6,668.9,153.3,2,0
446,detected,799.3,736.1,lost,1,668.2,667.6,,1,0
447,detected,797.0,736.6,detected,1,670.2,670.5,152.5,2,0
448,detected,794.7,737.1,detected,1,671.2,671.3,151.9,2,0
449,detected,792.6,737.4,detected,1,670.4,671.2,151.5,2,0
450,detected,790.4,737.7,detected,1,663.7,666.4,150.6,3,0
451,detected,788.2,738.0,lost,1,662.5,664.8,,2,0
452,detected,786.2,738.3,lost,1,661.2,663.2,,1,0
453,detected,784.7,738.6,detected,1,656.7,660.4,148.6,3,0
454,detected,783.3,739.1,lost,1,653.9,657.7,,1,0
455,detected,782.1,739.9,detected,1,660.0,661.9,147.4,2,0
456,detected,780.9,741.0,lost,1,659.1,660.5,,2,0
457,detected,779.3,742.8,lost,1,658.1,659.1,,1,0
458,detected,777.6,745.0,lost,1,657.2,657.7,,1,0
